id,theme_id,category_id,start_m,investments_m,crowdfunding_m,team_idx,tech_idx,comp_idx,social_idx,demand_idx
112,3,2,89000,76500,16782,7.2,9.5,7.0,3.0,1.0
113,2,10,9500,43500,23599,6.3,5.7,3.5,7.2,5.6
114,1,1,29750,2000,30226,1.8,3.9,7.1,2.4,4.6
115,8,1,13000,64500,22849,7.2,6.3,3.1,7.9,8.2
116,2,2,14000,66500,1171,9.9,1.8,6.9,1.2,4.8
117,8,7,2000,96500,2897,4.0,7.8,9.8,9.8,7.0
118,8,4,73250,37000,35579,7.3,2.8,9.1,8.3,6.5
119,7,7,31500,84500,1717,7.1,3.8,5.9,4.5,3.7
120,4,8,18250,146000,11678,8.9,8.4,7.2,5.3,5.8
121,7,5,26000,167500,26446,2.1,2.1,1.2,4.3,6.1
122,4,7,53500,166500,20718,1.3,5.8,3.0,8.6,4.2
123,4,4,39250,36500,23774,2.9,3.4,1.6,3.1,5.7
124,2,1,74500,118500,33329,9.6,8.1,3.4,4.5,4.3
125,5,8,44750,50000,10007,2.1,9.5,6.0,4.2,1.1
126,4,7,52250,148000,29667,7.3,3.4,5.8,2.1,3.3
127,7,9,61500,106000,49759,1.1,2.2,4.6,9.3,9.0
128,9,3,65250,45500,10481,3.9,5.2,4.5,6.1,2.1
129,5,4,3750,102500,25312,8.2,8.8,3.0,6.7,4.1
130,6,9,74750,40500,26805,3.7,6.0,1.9,8.2,9.7
131,3,5,78500,49000,34670,1.3,6.8,3.7,9.2,9.8
132,4,10,41500,165000,25693,8.5,2.8,8.3,6.5,9.8
133,8,5,10250,87500,38847,1.7,4.1,8.2,3.1,9.2
134,5,1,85000,24500,25255,3.1,3.7,4.8,4.3,6.7
135,3,10,62500,40500,45347,3.0,8.6,6.0,7.6,7.7
136,9,6,64500,186000,4530,7.7,2.7,2.7,3.0,2.9
137,2,1,35500,174000,29517,2.8,1.0,5.8,5.6,7.0
138,5,9,49500,17500,30929,7.6,3.2,2.2,6.5,2.5
139,3,4,2750,59000,13228,6.4,9.3,6.5,2.4,6.4
140,6,3,1000,21500,4005,6.0,2.6,6.9,5.7,1.1
141,1,10,24500,12000,20160,2.0,9.9,7.4,6.5,9.0
142,4,9,49500,61000,30345,6.5,2.6,4.9,6.7,7.4
143,7,5,89000,164500,28142,7.4,2.8,3.1,4.2,8.9
144,1,5,33250,23500,12833,7.6,4.7,2.9,4.4,1.6
145,1,9,16250,57500,30055,4.4,6.2,4.0,4.4,8.8
146,9,5,32250,10000,29913,5.2,9.4,3.5,3.6,3.0
147,6,4,72250,33000,48623,3.1,8.2,8.6,4.0,9.2
148,8,10,4500,143500,34288,6.8,1.4,9.5,7.6,1.5
149,8,6,54250,37000,1848,8.2,5.9,6.5,5.4,1.5
150,1,9,59750,35000,3645,9.8,4.2,5.5,6.0,4.0
151,8,5,72000,64000,7863,4.0,8.5,6.4,5.6,3.2
152,8,7,39750,87000,45385,9.5,2.2,7.2,9.7,9.8
153,8,7,25500,52500,33296,6.4,8.4,3.7,2.5,1.2
154,1,3,51500,79000,42884,1.5,7.5,3.4,1.5,5.7
155,3,8,13500,102000,8386,6.4,1.2,2.3,5.0,3.1
156,2,10,86250,172500,30486,1.3,1.7,5.6,2.7,9.7
157,7,8,98000,73000,40828,4.5,3.1,2.3,6.5,3.5
158,8,7,40500,140000,3798,4.0,2.4,4.6,8.7,2.0
159,6,6,73750,194000,16555,3.8,1.3,4.0,8.6,5.9
160,5,3,10750,164000,9650,3.0,1.3,2.7,7.3,4.4
161,5,1,89250,30000,1608,6.4,2.1,7.0,4.4,9.5
162,3,8,74250,6000,13204,5.0,4.8,8.7,9.9,6.4
163,1,3,62250,200000,1248,3.2,5.1,7.9,6.1,2.9
164,5,1,2500,36500,2901,3.0,5.5,4.9,5.7,9.3
165,5,7,2000,165500,17833,3.3,7.7,8.5,2.4,8.2
166,1,1,88000,134500,2590,8.7,6.9,9.2,4.4,7.1
167,8,9,7000,93000,39178,9.5,6.4,3.5,5.9,3.9
168,7,8,95250,176000,20560,3.6,6.0,8.6,1.0,7.5
169,8,7,79000,43000,28104,4.6,9.4,6.7,1.1,1.3
170,1,7,87750,101500,18673,1.1,1.3,3.5,5.6,8.4
171,4,8,72750,38500,47820,7.0,9.5,5.8,2.3,1.6
172,8,5,60750,9000,22106,4.4,6.5,1.5,9.6,6.5
173,5,2,72500,82500,34295,2.2,8.8,10.0,2.8,4.4
174,6,9,85750,155000,2046,4.4,4.2,3.4,2.1,9.6
175,8,8,44500,90500,26287,9.1,1.2,1.4,6.8,5.2
176,4,5,74000,160500,13484,7.8,8.9,6.3,7.3,6.6
177,9,8,72250,163500,38553,8.1,9.6,8.1,4.4,4.1
178,1,7,34000,33500,38812,8.3,1.5,3.1,7.8,5.4
179,8,7,42000,167500,8335,4.9,1.5,9.3,4.7,1.1
180,6,3,15500,21000,22760,6.9,4.3,1.6,4.8,4.3
181,1,6,58750,55000,35235,3.2,6.5,5.2,9.8,8.4
182,2,10,33500,149000,17280,6.8,4.6,6.0,9.4,8.8
183,7,9,34000,95000,41122,5.7,7.7,5.3,8.0,9.7
184,8,5,66000,139000,13619,1.7,8.6,8.3,4.7,6.8
185,6,8,32250,189000,36056,4.7,3.2,8.7,7.7,3.4
186,6,6,62000,171500,24134,4.4,7.5,8.7,5.5,5.0
187,4,10,54500,118500,2477,5.1,5.8,3.5,8.1,8.8
188,3,1,7250,12000,26136,3.2,5.3,7.8,1.6,4.2
189,1,9,81000,80000,14191,5.8,4.9,7.9,5.9,6.8
190,8,5,54000,30500,36308,4.9,5.9,8.6,1.3,6.6
191,2,10,19250,94000,30227,7.6,8.3,3.6,1.9,7.9
192,3,5,39750,194000,18673,9.1,4.9,5.3,2.2,5.9
193,7,9,36750,66000,7534,6.5,1.3,7.2,4.1,9.0
194,6,8,18500,96500,13065,4.1,9.5,9.9,4.5,6.3
195,1,9,88000,50000,38689,7.2,2.3,2.4,7.4,1.2
196,9,3,84250,44500,15933,1.4,6.6,4.5,4.7,4.6
197,4,7,21500,151500,35768,7.5,4.2,6.4,1.4,1.9
198,2,3,54500,192500,21004,2.2,1.9,1.8,9.4,2.0
199,1,3,85750,93000,15190,6.1,3.6,8.7,4.3,1.8
200,5,3,84000,84000,36593,4.0,8.5,4.0,5.9,7.3
201,6,3,21250,171000,34910,2.8,1.7,5.1,7.9,6.8
202,6,6,99250,83500,1289,8.6,9.8,3.0,2.0,4.6
203,6,1,48000,180500,6921,4.1,2.3,9.0,8.2,2.0
204,8,2,83750,137000,14780,8.5,9.3,8.4,3.7,5.7
205,9,7,75750,183500,6645,1.8,1.2,1.6,9.7,9.6
206,7,9,22250,195000,22931,4.2,3.4,4.4,4.0,7.7
207,6,9,49000,90500,38813,8.6,8.0,7.9,5.7,3.2
208,9,2,97750,133000,42803,1.4,1.5,9.4,8.1,5.5
209,6,2,55250,1000,20067,9.7,2.5,7.8,3.0,7.0
210,3,1,19500,3500,41232,4.7,6.2,8.6,5.8,9.2
211,4,4,97000,23000,36682,8.3,7.5,6.5,9.3,9.3
212,9,10,42000,76000,23664,1.7,9.6,9.6,7.2,2.2
213,9,10,52250,197000,20670,4.6,9.9,5.7,4.1,3.3
214,6,3,8250,183500,6593,3.2,2.3,3.1,9.0,9.7
215,5,1,71750,150000,40590,2.9,9.9,6.6,7.1,2.0
216,4,1,20500,177000,24300,4.1,7.3,5.4,9.7,8.2
217,2,5,51250,28000,20845,6.8,6.9,5.9,6.5,10.0
218,1,2,40000,168000,9287,2.4,5.7,8.7,3.1,5.7
219,1,3,75750,30500,4558,2.1,9.3,9.1,7.1,5.2
220,3,7,55000,30000,47281,8.5,7.3,6.9,3.4,1.4
221,7,10,15250,78500,48899,6.9,8.7,6.6,1.6,6.2
222,4,7,48000,166000,16638,6.4,7.1,9.0,4.2,7.5
223,9,8,57750,32000,45188,7.0,1.8,6.6,4.3,5.7
224,8,5,42750,116500,37650,6.8,3.1,6.0,1.9,3.1
225,8,7,8750,19500,8496,9.3,7.9,4.9,1.6,2.8
226,5,1,62500,58000,35802,7.2,8.4,2.7,2.8,9.7
227,6,8,83750,177500,32012,1.6,5.0,4.7,4.3,8.4
228,3,10,13500,102500,3424,3.1,9.3,5.9,3.3,4.5
229,8,2,44250,154000,5824,3.0,3.6,2.4,9.7,7.9
230,1,2,79000,85000,33262,3.4,2.0,9.1,5.0,6.5
231,3,7,94250,10000,17356,2.0,7.8,8.5,6.6,6.1
232,5,6,80250,152000,48564,7.8,9.0,8.0,5.6,8.6
233,6,3,4000,126500,33268,8.8,4.4,6.3,1.7,1.5
234,4,6,82500,197500,5784,1.1,9.6,3.7,7.4,3.7
235,7,1,79000,152000,48370,5.1,9.7,2.8,5.0,3.0
236,7,8,30000,50000,37675,5.6,1.4,5.7,9.4,2.6
237,5,8,60250,196000,41156,1.7,9.2,6.5,3.0,3.4
238,5,7,21750,134500,4531,1.2,8.5,2.2,4.8,5.2
239,5,8,2500,82500,36746,8.1,3.2,8.3,9.0,9.8
240,6,4,18250,178000,38092,8.2,6.5,3.1,6.3,3.7
241,5,3,28750,42500,48798,5.7,6.1,3.8,9.3,2.8
242,3,3,19750,12000,19208,6.0,9.9,9.5,5.3,4.7
243,9,1,39000,176000,29367,6.2,9.0,3.0,6.8,5.6
244,9,10,68250,48500,13748,1.1,1.0,5.5,3.2,5.2
245,9,2,8500,25000,28774,6.0,5.0,9.8,2.1,2.2
246,4,10,9500,68500,41197,1.6,4.3,9.6,3.9,5.7
247,3,1,34500,47000,35048,6.3,2.8,7.8,8.1,9.2
248,6,2,15500,60500,39786,2.4,8.2,4.7,6.2,5.9
249,7,3,97500,77000,5626,8.3,7.0,3.5,4.1,1.1
250,9,8,28750,72500,27948,4.3,6.6,3.2,3.6,8.5
251,8,6,39250,129000,48228,8.2,3.2,7.6,5.6,4.5
252,8,9,56250,9000,8619,3.5,6.8,2.4,7.1,9.5
253,5,8,7750,113000,16964,1.7,9.5,9.0,5.2,4.8
254,7,5,47500,61500,35448,5.5,6.8,8.3,3.0,3.0
255,2,7,97000,20000,8407,3.7,7.1,6.0,9.3,3.5
256,4,9,87000,50500,18810,4.4,7.7,7.1,8.5,1.5
257,3,8,6500,186000,29438,4.4,7.6,5.4,8.0,1.1
258,9,4,14750,142500,40765,2.5,4.4,2.5,2.9,3.8
259,4,10,63500,122000,10385,5.3,4.6,9.3,7.6,6.5
260,3,5,30500,53000,16217,8.5,4.9,2.4,3.0,3.5
261,3,6,13750,88500,5297,3.9,9.2,4.0,1.2,6.8
262,2,2,7500,141500,37325,7.3,4.2,7.2,1.6,8.0
263,5,4,77750,192500,27449,2.6,1.6,9.7,1.9,7.1
264,6,1,83500,141500,20682,2.5,8.0,5.3,4.1,3.4
265,1,7,16250,109000,43207,9.1,5.8,2.9,8.5,5.0
266,9,8,55250,58000,23067,6.8,7.4,8.3,8.0,2.1
267,7,7,44000,67000,14283,9.2,5.0,5.3,3.2,3.7
268,9,2,22250,126500,34246,1.5,1.3,4.8,6.0,4.9
269,2,2,69250,35000,13318,7.1,8.1,8.5,4.5,6.9
270,9,6,48500,177500,46559,9.1,4.5,5.4,5.3,3.2
271,1,5,97000,116500,12679,5.9,2.6,6.0,6.5,8.7
272,8,1,78000,194000,40113,2.4,9.2,3.9,3.9,8.3
273,4,8,96500,189500,12582,3.9,3.9,3.1,4.5,7.5
274,9,8,49000,67500,32948,2.8,1.9,8.2,1.7,5.8
275,8,6,44750,155500,17318,3.0,5.9,8.1,5.8,3.8
276,2,3,92750,153000,45104,1.9,1.4,7.5,8.2,5.0
277,2,6,81000,189000,15435,3.6,7.9,4.0,3.7,3.3
278,1,8,69000,4000,35665,4.2,4.4,9.1,9.2,5.2
279,5,3,53250,47000,8761,7.2,3.4,7.7,3.4,10.0
280,7,5,20250,53500,19992,3.6,7.9,5.8,3.5,8.2
281,5,6,42750,175500,48999,8.2,4.6,9.5,6.7,9.8
282,2,3,59000,84500,25642,4.3,9.0,6.0,9.7,4.0
283,3,2,30500,97500,8981,1.6,6.6,3.9,10.0,2.0
284,1,4,91500,190000,29424,6.2,4.9,2.8,8.1,2.5
285,3,9,86250,119500,41232,4.8,3.1,4.5,7.4,9.9
286,2,10,48250,68500,7079,9.0,7.3,7.7,8.9,8.0
287,4,5,19500,115500,8189,1.4,8.0,7.4,8.3,1.9
288,4,10,10750,84500,21796,2.5,6.5,7.4,4.4,8.9
289,5,6,99750,85000,20997,6.0,7.3,7.6,9.0,2.1
290,2,10,18500,100000,22120,7.1,4.7,1.6,6.0,4.7
291,6,4,12000,1000,17692,9.1,2.5,8.1,8.7,4.6
292,9,7,51000,135000,30276,4.9,7.1,5.5,1.7,2.1
293,1,9,97750,199000,31121,8.7,9.7,9.2,7.7,1.4
294,4,9,90750,88500,39786,2.5,4.1,3.0,9.6,4.2
295,1,9,77250,61500,24002,3.3,9.0,8.2,4.1,9.7
296,8,10,14000,75000,39658,1.8,8.1,2.0,5.6,1.3
297,8,7,13750,187500,29565,2.4,3.1,2.6,5.2,9.5
298,6,10,48000,86500,32250,1.3,7.1,7.1,3.5,4.8
299,6,7,56500,160000,12236,5.6,8.8,1.4,2.1,2.4
300,3,2,54500,72500,12831,9.9,7.4,9.7,3.7,1.2
301,8,2,29500,13500,18526,2.3,3.3,8.0,2.5,9.1
302,3,8,97750,26500,45601,1.3,3.1,3.1,9.5,1.3
303,1,6,38750,180500,32664,6.3,2.6,7.3,5.2,2.1
304,1,10,76500,153500,43569,7.0,6.4,9.0,1.0,1.1
305,7,10,96500,36000,32873,6.9,3.7,4.5,6.0,9.2
306,1,5,59500,152000,16452,8.0,1.4,9.6,6.0,3.0
307,9,2,63500,134500,21516,9.6,6.8,4.7,4.4,3.1
308,7,7,67250,10000,16583,2.8,3.6,5.5,7.0,3.3
309,8,9,82750,84000,23073,9.3,1.4,8.3,5.5,4.8
310,9,1,43250,26000,37356,4.9,9.8,3.3,6.4,2.7
311,2,1,77750,28000,40176,1.7,9.7,4.6,3.0,2.7
312,7,6,94500,123500,20606,9.0,8.0,8.8,4.5,7.5
313,3,2,74000,183000,24532,1.2,3.6,8.9,4.3,3.6
314,5,5,750,152000,30773,7.4,4.1,6.8,8.9,4.3
315,2,10,6250,110500,35475,1.2,2.1,1.9,5.8,6.8
316,7,10,94000,35000,27900,4.8,6.3,8.6,1.8,9.2
317,1,4,4750,53500,8307,8.3,7.4,1.6,8.3,8.3
318,2,3,72500,86500,1245,2.8,4.1,1.2,6.0,3.6
319,8,6,48000,36500,20207,4.7,8.2,6.9,1.2,9.9
320,5,4,1500,96500,20225,7.8,8.3,9.1,8.1,1.8
321,8,6,4750,49500,23998,6.7,7.8,5.4,5.1,5.0
322,8,5,50000,9000,4424,8.1,6.3,7.5,3.1,4.9
323,5,10,70500,71500,27700,4.9,2.9,3.7,7.5,1.9
324,5,5,60500,124000,20039,7.1,1.5,9.5,4.1,7.6
325,6,1,50500,85500,8853,8.2,6.4,6.8,6.3,4.9
326,8,5,3750,104000,7565,9.5,4.1,7.3,9.9,8.2
327,1,9,31250,60500,46201,8.2,7.6,9.5,2.7,7.0
328,1,9,70000,151000,2721,3.6,3.5,2.6,9.1,7.2
329,5,6,32750,179500,35328,7.0,8.2,5.0,3.4,5.3
330,5,8,62250,17000,6172,6.0,3.7,4.9,3.3,3.8
331,3,9,37000,60000,43232,6.3,2.6,5.6,9.1,8.2
332,2,3,21500,81000,40320,9.4,8.4,7.3,7.6,9.9
333,9,4,9250,141500,28391,7.5,7.7,1.7,6.9,7.9
334,1,10,90750,30500,26707,5.8,7.3,8.0,7.9,8.2
335,1,2,50750,34000,46021,6.5,9.1,6.0,8.9,4.3
336,1,8,93250,177500,34546,8.1,2.4,3.5,3.7,3.7
337,7,5,51000,131000,15243,1.5,8.1,1.7,7.3,8.5
338,3,9,49750,149500,28146,3.1,4.8,4.9,1.4,5.4
339,6,8,20000,14500,1180,3.7,1.2,9.0,4.8,3.6
340,6,7,62000,103500,23513,7.0,5.4,5.7,1.8,7.4
341,3,7,24000,82000,32769,2.4,1.5,3.0,8.0,9.0
342,4,9,68000,118000,17283,6.5,8.6,6.1,7.9,1.9
343,6,6,96500,115500,44176,1.1,6.0,9.1,4.6,1.6
344,1,4,16750,181500,31817,5.3,8.4,2.3,7.6,7.3
345,1,5,65750,16500,49668,2.6,6.8,3.3,6.7,4.0
346,9,9,21000,176000,21630,7.2,7.3,5.1,8.4,8.4
347,3,1,85500,88500,8421,9.3,8.2,3.2,1.4,4.0
348,4,10,81000,58500,31681,5.5,9.0,8.9,4.3,4.9
349,2,7,4250,165000,1040,7.7,5.3,7.3,7.9,4.7
350,3,6,21250,32000,1910,4.5,5.5,8.1,6.9,3.3
351,5,2,68750,17500,15471,2.7,9.7,6.5,8.0,6.0
352,1,4,67250,36500,42264,4.8,9.7,4.4,9.3,8.1
353,1,3,69500,71000,40539,8.5,7.9,9.0,5.8,8.3
354,5,7,16000,164000,6561,1.5,9.3,2.1,8.9,6.9
355,6,5,16750,174000,4585,4.7,2.4,3.9,9.9,2.5
356,7,10,26250,3500,36588,6.6,3.4,9.0,6.1,3.4
357,8,4,36250,69500,31428,9.7,3.6,9.8,5.2,3.7
358,1,6,63250,110000,22336,2.6,9.1,1.5,8.5,4.3
359,4,5,69750,197500,13985,3.7,7.5,2.1,4.0,3.7
360,4,8,15500,36500,31497,6.2,7.3,7.0,7.4,1.9
361,7,6,28750,108000,9944,4.7,9.4,1.7,8.0,2.2
362,8,6,69750,2000,46925,3.9,3.6,3.7,1.6,7.6
363,9,1,22250,124500,25930,9.8,6.3,5.8,3.4,9.1
364,9,4,79250,14000,29782,8.4,7.4,7.2,6.0,3.8
365,7,3,92500,123000,49422,1.9,9.6,1.6,9.9,6.9
366,8,5,22250,1500,23463,3.7,4.1,6.5,4.0,2.3
367,2,2,24500,188000,28348,2.5,7.9,4.5,5.6,7.2
368,1,1,11000,147500,21848,1.3,3.1,4.6,3.0,3.5
369,2,6,60500,183000,10008,1.5,9.1,8.5,3.0,8.7
370,7,4,66250,182500,13150,7.8,6.4,5.0,3.8,10.0
371,1,1,31500,3000,40652,1.0,9.0,6.6,8.4,8.2
372,5,4,68000,38000,34219,2.4,2.3,4.6,9.0,7.8
373,9,7,71500,20000,10081,7.3,5.6,3.3,6.9,6.0
374,3,10,21000,46000,36876,9.6,9.8,5.3,6.3,7.3
375,3,7,14000,155000,3770,9.0,9.1,5.3,8.7,2.5
376,2,9,59000,8000,4122,8.1,7.1,3.9,8.8,9.4
377,6,6,49750,96000,13245,1.8,8.1,3.1,5.6,5.6
378,2,10,89250,146000,16169,8.5,1.4,8.6,4.1,4.4
379,6,2,75000,157000,49890,6.9,7.8,1.1,4.5,5.3
380,2,8,77750,37500,11759,6.9,4.5,2.3,1.5,3.1
381,6,3,17000,181500,3501,8.7,9.2,5.3,6.4,9.6
382,1,3,69000,145000,25671,1.0,9.9,7.0,7.9,9.1
383,7,3,12250,94000,34183,6.9,3.7,6.8,1.5,7.2
384,4,5,67250,78000,49190,9.7,4.4,3.7,2.7,5.1
385,3,8,78750,130000,34464,6.1,2.2,5.7,8.2,6.3
386,6,5,66750,6000,16509,7.0,4.6,7.2,3.9,2.7
387,6,2,25250,148000,22551,2.8,4.3,3.4,5.6,4.8
388,9,7,44000,56500,20693,3.8,7.5,8.6,4.7,1.3
389,5,7,14500,133000,27970,9.8,7.4,8.0,4.3,1.4
390,9,5,56750,170000,21976,6.1,5.3,1.3,3.6,5.4
391,7,6,40000,162500,18022,6.7,1.6,7.9,5.2,5.9
392,6,10,96000,109500,21185,8.4,1.6,5.6,2.0,8.5
393,4,5,74250,48000,9027,3.8,7.2,8.9,9.3,9.4
394,3,9,52250,169500,5651,7.9,4.8,8.2,9.2,8.7
395,8,6,31750,81500,33477,3.7,2.5,3.1,7.5,7.2
396,9,3,96750,107000,20801,8.8,2.4,6.7,9.4,5.7
